Package Name,Package Type,Duration,Ratings,Discount,New Prices,Old Prices,Cities,1D Cities,2D Cities,3D Cities,Days,Nights,Discount_num,Ratings_num
Experience the Best of Kerala with a 6-Day Tour,Customizable,6 Days & 5 Nights,3 Star,8% Off,50324,54700.0,Munnar (2D)Thekkady (1D)Alleppey (1D)Kovalam (1D)Trivandrum (1D),"Thekkady, Alleppey, Kovalam, Trivandrum",Munnar,,6,5,8.0,3
6-Day Scenic Kerala Tour with Houseboat Experience,Customizable,6 Days & 5 Nights,3 Star,11% Off,43165,48500.0,Munnar (2D)Thekkady (1D)Alleppey (1D)Trivandrum (2D),"Thekkady, Alleppey","Munnar, Trivandrum",,6,5,11.0,3
"Captivating 5-Day Kerala Tour: Munnar, Thekkady, and Alleppey",Customizable,5 Days & 4 Nights,3 Star,11% Off,33375,37500.0,Munnar (2D)Thekkady (1D)Alleppey (1D)Cochin (1D),"Thekkady, Alleppey, Cochin",Munnar,,5,4,11.0,3
6-Day Kerala Tour with Houseboat and Wildlife Safari,Customizable,6 Days & 5 Nights,5 Star,14% Off,39818,46300.0,Munnar (2D)Thekkady (1D)Alleppey (1D)Kochi (1D),"Thekkady, Alleppey, Kochi",Munnar,,6,5,14.0,5
"7-Day Kerala Tour with Munnar, Thekkady, and Kovalam Experiences",Customizable,7 Days & 6 Nights,5 Star,15% Off,24480,28800.0,Munnar (2D)Thekkady (1D)Alleppey (1D)Kovalam (2D)Trivandrum (1D),"Thekkady, Alleppey, Trivandrum","Munnar, Kovalam",,7,6,15.0,5
"Enchanting Kerala Tour: 5 Days of Hills, Wildlife & Backwaters",Customizable,5 Days & 4 Nights,3 Star,9% Off,17700,19450.0,Munnar (2D)Thekkady (1D)Alleppey (1D)Cochin (1D),"Thekkady, Alleppey, Cochin",Munnar,,5,4,9.0,3
Thrilling Kerala Tour Package From Hyderabad,Customizable,5 Days & 4 Nights,5 Star,9% Off,12262,13475.0,Munnar (2D)Thekkady (1D)Alleppey (2D),Thekkady,"Munnar, Alleppey",,5,4,9.0,5
Luxurious Munnar Alleppey Tour Package From Mumbai ,Customizable,4 Days & 3 Nights,3 Star,9% Off,17062,18749.0,Munnar (2D)Alleppey (2D),,"Munnar, Alleppey",,4,3,9.0,3
A Splendid Kerala Tour Package From Delhi,Customizable,6 Days & 5 Nights,3 Star,9% Off,13330,14648.0,Munnar (2D)Thekkady (1D)Alleppey (1D)Kovalam (1D)Cochin (1D),"Thekkady, Alleppey, Kovalam, Cochin",Munnar,,6,5,9.0,3
Splendid Munnar Thekkady Alleppey Tour Package From Bangalore,Customizable,4 Days & 3 Nights,4 Star,8% Off,12346,13420.0,Munnar (1D)Thekkady (1D)Alleppey (2D),"Munnar, Thekkady",Alleppey,,4,3,8.0,4
Beguiling Kerala Tour Package From Guwahati,Customizable,4 Days & 3 Nights,3 Star,7% Off,13020,14000.0,Munnar (2D)Alleppey (2D),,"Munnar, Alleppey",,4,3,7.0,3
Kerala Honeymoon Package From Mysore,Customizable,4 Days & 3 Nights,4 Star,6% Off,11625,12367.0,Munnar (2D)Alleppey (2D),,"Munnar, Alleppey",,4,3,6.0,4
Kerala Tour Package From Surat,Customizable,4 Days & 3 Nights,3 Star,8% Off,19499,21195.0,Munnar (2D)Alleppey (2D),,"Munnar, Alleppey",,4,3,8.0,3
Coorg Wayanad Tour Package From Mysore,Customizable,6 Days & 5 Nights,3 Star,7% Off,12000,12903.0,Mysore (1D)Coorg (2D)Wayanad (3D),Mysore,Coorg,Wayanad,6,5,7.0,3
Wayanad Tour Package From Mumbai,Customizable,4 Days & 3 Nights,3 Star,8% Off,22506,24463.0,Wayanad (4D),,,,4,3,8.0,3
Kerala Honeymoon Package From Mumbai With Airfare,Customizable,4 Days & 3 Nights,4 Star,8% Off,20255,22016.0,Munnar (2D)Alleppey (2D),,"Munnar, Alleppey",,4,3,8.0,4
Kerala Tour Package From Chennai With Airfare,Customizable,4 Days & 3 Nights,3 Star,8% Off,27570,29967.0,Munnar (2D)Alleppey (2D),,"Munnar, Alleppey",,4,3,8.0,3
Kerala Tour Package From Hyderabad With Airfare,Customizable,4 Days & 3 Nights,3 Star,8% Off,46000,50000.0,Munnar (2D)Alleppey (2D),,"Munnar, Alleppey",,4,3,8.0,3
Kerala Ayurveda Package,Customizable,8 Days & 7 Nights,3 Star,6% Off,10000,10638.0,Athirapally (8D),,,,8,7,6.0,3
Wayanad Trip Package For 3 Days From Bangalore,Customizable,3 Days & 2 Nights,3 Star,6% Off,10000,10638.0,Wayanad (3D),,,Wayanad,3,2,6.0,3
Wayanad Tour Package By Car From Mysore,Customizable,3 Days & 2 Nights,3 Star,7% Off,13999,15053.0,Wayanad (3D),,,Wayanad,3,2,7.0,3
Wayanad Honeymoon Package From Chennai,Customizable,4 Days & 3 Nights,4 Star,7% Off,19129,20569.0,Wayanad (4D),,,,4,3,7.0,4
Kerala 5 Star Honeymoon Package,Customizable,6 Days & 5 Nights,3 Star,7% Off,26168,28138.0,Munnar (2D)Thekkady (1D)Alleppey (1D)Cochin (2D),"Thekkady, Alleppey","Munnar, Cochin",,6,5,7.0,3
South India Tour Package From Vijayawada,Customizable,4 Days & 3 Nights,4 Star,8% Off,10229,11119.0,Munnar (2D)Alleppey (1D)Cochin (1D),"Alleppey, Cochin",Munnar,,4,3,8.0,4
Munnar - A Haven Of Peace And Tranquility,Customizable,5 Days & 4 Nights,3 Star,8% Off,21472,23339.0,Cochin (1D)Munnar (1D)Kovalam (3D),"Cochin, Munnar",,Kovalam,5,4,8.0,3
South India: Explore The Gorgeous Terrain,Customizable,5 Days & 4 Nights,3 Star,7% Off,18788,20202.0,Munnar (2D)Thekkady (1D)Alleppey (2D),Thekkady,"Munnar, Alleppey",,5,4,7.0,3
South India Tour Package From Pune,Customizable,5 Days & 4 Nights,4 Star,8% Off,18787,20421.0,Munnar (2D)Thekkady (1D)Alleppey (2D),Thekkady,"Munnar, Alleppey",,5,4,8.0,4
South India Tour Package From Mangalore,Customizable,5 Days & 4 Nights,3 Star,8% Off,9765,10614.0,Munnar (2D)Thekkady (1D)Alleppey (2D),Thekkady,"Munnar, Alleppey",,5,4,8.0,3
Kerala: The myriad-hued tropical paradise,Customizable,4 Days & 3 Nights,3 Star,8% Off,16739,18195.0,Munnar (2D)Alleppey (1D)Cochin (1D),"Alleppey, Cochin",Munnar,,4,3,8.0,3
"Enticing Kerala: Backwaters, Wildlife, Beaches, and Hills",Customizable,6 Days & 5 Nights,3 Star,8% Off,16739,18195.0,Munnar (2D)Thekkady (1D)Alleppey (1D)Kovalam (2D),"Thekkady, Alleppey","Munnar, Kovalam",,6,5,8.0,3
Walk Hand-in-Hand Into Blissful and Beautiful Kerala,Customizable,6 Days & 5 Nights,4 Star,8% Off,16739,18195.0,Munnar (2D)Thekkady (1D)Alleppey (1D)Kovalam (2D),"Thekkady, Alleppey","Munnar, Kovalam",,6,5,8.0,4
Discover Amazing Kerala On This Grand Tour,Customizable,6 Days & 5 Nights,4 Star,7% Off,8370,9000.0,Munnar (2D)Thekkady (1D)Alleppey (1D)Kovalam (2D),"Thekkady, Alleppey","Munnar, Kovalam",,6,5,7.0,4
Dive Into The Majestic Beauty Of Munnar,Customizable,4 Days & 3 Nights,4 Star,7% Off,9765,10500.0,Munnar (4D),,,,4,3,7.0,4
A trip to Kerala: Coffee in Backwaters,Customizable,4 Days & 3 Nights,4 Star,6% Off,10101,10746.0,Munnar (4D),,,,4,3,6.0,4
Alleppey Honeymoon Package From Coimbatore,Customizable,2 Days & 1 Nights,3 Star,8% Off,36640,39826.0,Alleppey (2D),,Alleppey,,2,1,8.0,3
"Backwaters, Hill Stations, and Beaches Best Describe Kerala",Customizable,6 Days & 5 Nights,4 Star,7% Off,14000,15054.0,Munnar (2D)Alleppey (1D)Kovalam (3D),Alleppey,Munnar,Kovalam,6,5,7.0,4
Soak Up The Sun in Kerala & Tamil Nadu,Customizable,4 Days & 3 Nights,4 Star,7% Off,6734,7241.0,Kovalam (2D)Kanyakumari (2D),,"Kovalam, Kanyakumari",,4,3,7.0,4
Best-Ranked Munnar Package From Madurai,Customizable,3 Days & 2 Nights,4 Star,8% Off,10229,11119.0,Munnar (3D),,,Munnar,3,2,8.0,4
Munnar Honeymoon Package From Madurai,Customizable,4 Days & 3 Nights,4 Star,8% Off,15715,17081.0,Munnar (4D),,,,4,3,8.0,4
Kerala Tour Package From Rajkot,Customizable,5 Days & 4 Nights,3 Star,7% Off,11625,12500.0,Munnar (2D)Thekkady (1D)Alleppey (2D),Thekkady,"Munnar, Alleppey",,5,4,7.0,3
Kerala Tour Package From Madurai,Customizable,4 Days & 3 Nights,3 Star,6% Off,11625,12367.0,Munnar (2D)Alleppey (2D),,"Munnar, Alleppey",,4,3,6.0,3
Kerala Tour Package From Mangalore,Customizable,4 Days & 3 Nights,4 Star,6% Off,19693,20950.0,Munnar (2D)Alleppey (2D),,"Munnar, Alleppey",,4,3,6.0,4
Kerala Tour Package From Mumbai With Airfare,Customizable,4 Days & 3 Nights,3 Star,8% Off,9999,10869.0,Munnar (2D)Alleppey (1D)Cochin (1D),"Alleppey, Cochin",Munnar,,4,3,8.0,3
Explore Munnar Most Popular Hill Station in South India,Customizable,4 Days & 3 Nights,3 Star,6% Off,21471,22842.0,Munnar (4D),,,,4,3,6.0,3
South India Tour Package From Hyderabad ,Customizable,5 Days & 4 Nights,3 Star,6% Off,17445,18559.0,Munnar (2D)Thekkady (1D)Alleppey (2D),Thekkady,"Munnar, Alleppey",,5,4,6.0,3
Admire The Spellbinding And Enchanting Beauty Of Munnar,Customizable,4 Days & 3 Nights,3 Star,7% Off,17446,18759.0,Munnar (2D)Alleppey (2D),,"Munnar, Alleppey",,4,3,7.0,3
South India Tour Package From Chennai,Customizable,4 Days & 3 Nights,3 Star,9% Off,40950,45000.0,Munnar (2D)Alleppey (2D),,"Munnar, Alleppey",,4,3,9.0,3
"6-Day Unforgettable Kerala Tour with Wayanad, Munnar, and Alleppey",Customizable,6 Days & 5 Nights,3 Star,9% Off,10774,11840.0,Cherai (1D)Munnar (3D)Alleppey (1D)Kochi (1D),"Cherai, Alleppey, Kochi",,Munnar,6,5,9.0,3
3 Days in Kerala: Munnar's Scenic Beauty Tour,Customizable,3 Days & 2 Nights,4 Star,12% Off,10200,11591.0,Munnar (2D)Kochi (1D),Kochi,Munnar,,3,2,12.0,4
3 Nights 4 Days Kerala Tour Packages From Ahmedabad,Customizable,4 Days & 3 Nights,3 Star,11% Off,15800,17753.0,Munnar (2D)Alleppey (1D)Cochin (1D),"Alleppey, Cochin",Munnar,,4,3,11.0,3
5 Nights 6 Days Kerala Tour Package From Pune,Customizable,6 Days & 5 Nights,4 Star,11% Off,31000,34831.0,Kochi (1D)Munnar (2D)Thekkady (1D)Alleppey (1D)Cochin (1D),"Kochi, Thekkady, Alleppey, Cochin",Munnar,,6,5,11.0,4
5 Nights 6 Days Kerala Holiday Packages From Delhi,Customizable,6 Days & 5 Nights,4 Star,10% Off,28500,31667.0,Cherai (1D)Munnar (2D)Thekkady (1D)Alleppey (1D)Cochin (1D),"Cherai, Thekkady, Alleppey, Cochin",Munnar,,6,5,10.0,4
6 Nights 7 Days Vacation Holiday Packages From Delhi,Customizable,7 Days & 6 Nights,4 Star,10% Off,31000,34444.0,Munnar (2D)Thekkady (1D)Alleppey (1D)Kovalam (3D),"Thekkady, Alleppey",Munnar,Kovalam,7,6,10.0,4
5 Nights 6 Days Kerala Trip Packages From Delhi,Customizable,6 Days & 5 Nights,3 Star,15% Off,24200,28471.0,Cherai (1D)Munnar (2D)Thekkady (1D)Alleppey (1D)Cochin (1D),"Cherai, Thekkady, Alleppey, Cochin",Munnar,,6,5,15.0,3
5 Nights 6 Days Kerala Tour Packages From Delhi,Customizable,6 Days & 5 Nights,4 Star,11% Off,28500,32022.0,Kochi (1D)Munnar (2D)Thekkady (1D)Alleppey (1D)Cochin (1D),"Kochi, Thekkady, Alleppey, Cochin",Munnar,,6,5,11.0,4
4 Nights 5 Days Kerala Travel Packages From Delhi,Customizable,5 Days & 4 Nights,3 Star,7% Off,17900,19247.0,Munnar (2D)Thekkady (1D)Alleppey (2D),Thekkady,"Munnar, Alleppey",,5,4,7.0,3
4 Nights 5 Days Kerala Trip From Delhi,Customizable,5 Days & 4 Nights,3 Star,7% Off,22500,24194.0,Munnar (2D)Thekkady (1D)Alleppey (1D)Cochin (1D),"Thekkady, Alleppey, Cochin",Munnar,,5,4,7.0,3
4 Nights 5 Days Kerala Tour Packages From Mysore,Customizable,5 Days & 4 Nights,4 Star,11% Off,14418,16200.0,Munnar (2D)Thekkady (1D)Alleppey (1D)Cochin (1D),"Thekkady, Alleppey, Cochin",Munnar,,5,4,11.0,4
3-Day Kerala Tour: Munnar's Tea Gardens & Scenic Wonders,Customizable,3 Days & 2 Nights,3 Star,12% Off,22616,25700.0,Munnar (2D)Kochi (1D),Kochi,Munnar,,3,2,12.0,3
4-Day Romantic Kerala Tour with Alleppey & Munnar,Customizable,4 Days & 3 Nights,3 Star,13% Off,39324,45200.0,Munnar (2D)Alleppey (1D)Cochin (1D),"Alleppey, Cochin",Munnar,,4,3,13.0,3
"4-Day Kerala Tour: Waterfalls, Tea Gardens, and Backwaters",Customizable,4 Days & 3 Nights,3 Star,11% Off,22962,25800.0,Kochi (1D)Munnar (1D)Thekkady (1D)Alleppey (1D),"Kochi, Munnar, Thekkady, Alleppey",,,4,3,11.0,3
Kerala Tour: Munnar's Tea Gardens to Alleppey's Backwaters,Customizable,4 Days & 3 Nights,3 Star,10% Off,58077,64530.0,Munnar (2D)Alleppey (1D)Cochin (1D),"Alleppey, Cochin",Munnar,,4,3,10.0,3
"5-Day Kerala Tour with Munnar, Thekkady, and Houseboat",Customizable,5 Days & 4 Nights,4 Star,11% Off,24030,27000.0,Munnar (2D)Thekkady (1D)Alleppey (1D)Cochin (1D),"Thekkady, Alleppey, Cochin",Munnar,,5,4,11.0,4
5-Day Kerala Adventure: Munnar to Cochin,Customizable,5 Days & 4 Nights,4 Star,12% Off,27808,31600.0,Munnar (2D)Thekkady (1D)Alleppey (1D)Cochin (1D),"Thekkady, Alleppey, Cochin",Munnar,,5,4,12.0,4
5-Day Scenic Kerala Tour with Houseboat Stay,Customizable,5 Days & 4 Nights,3 Star,12% Off,71808,81600.0,Munnar (2D)Thekkady (1D)Alleppey (1D)Kochi (1D),"Thekkady, Alleppey, Kochi",Munnar,,5,4,12.0,3
"5-Day Kerala Tour with Munnar, Athirappilly, and Alleppey Houseboat",Customizable,5 Days & 4 Nights,4 Star,10% Off,70560,78400.0,Munnar (3D)Alleppey (1D)Kochi (1D),"Alleppey, Kochi",,Munnar,5,4,10.0,4
5-Day Blissful Kerala Tour with Munnar and Houseboat Adventure,Customizable,5 Days & 4 Nights,3 Star,15% Off,31875,37500.0,Munnar (2D)Thekkady (1D)Alleppey (1D)Kochi (1D),"Thekkady, Alleppey, Kochi",Munnar,,5,4,15.0,3
5-Day Kerala Tour with Munnar and Houseboat Experience,Customizable,5 Days & 4 Nights,3 Star,9% Off,41860,46000.0,Munnar (2D)Thekkady (1D)Alleppey (1D)Cochin (1D),"Thekkady, Alleppey, Cochin",Munnar,,5,4,9.0,3
5-Day Kerala Tour with Munnar and Alleppey Highlights,Customizable,5 Days & 4 Nights,3 Star,10% Off,26280,29200.0,Munnar (2D)Alleppey (1D)Varkala (1D)Trivandrum (1D),"Alleppey, Varkala, Trivandrum",Munnar,,5,4,10.0,3
4-Day Kerala Tour with Munnar & Alleppey Backwaters,Customizable,4 Days & 3 Nights,3 Star,12% Off,25256,28700.0,Munnar (2D)Alleppey (1D)Kochi (1D),"Alleppey, Kochi",Munnar,,4,3,12.0,3
4-Day Kerala Tour: Munnar & Alleppey Highlights,Customizable,4 Days & 3 Nights,4 Star,14% Off,29842,34700.0,Munnar (2D)Alleppey (1D)Cochin (1D),"Alleppey, Cochin",Munnar,,4,3,14.0,4
4-Day Enchanting Kerala Tour with Houseboat and Adventure,Customizable,4 Days & 3 Nights,3 Star,8% Off,41308,44900.0,Alleppey (1D)Varkala (2D),Alleppey,Varkala,,4,3,8.0,3
5-Day Kerala Tour with Scenic Munnar and Houseboat Experience,Customizable,5 Days & 4 Nights,3 Star,9% Off,12089,13285.0,Munnar (2D)Thekkady (1D)Alleppey (1D)Cochin (1D),"Thekkady, Alleppey, Cochin",Munnar,,5,4,9.0,3
3-Day Kerala Tour: Munnar's Scenic Beauty & More!,Customizable,3 Days & 2 Nights,3 Star,13% Off,21200,24368.0,Munnar (2D)Cochin (1D),Cochin,Munnar,,3,2,13.0,3
4 Nights 5 Days Kerala Vacation Packages From Hyderabad,Customizable,5 Days & 4 Nights,3 Star,14% Off,22500,26163.0,Munnar (2D)Thekkady (1D)Alleppey (1D)Cochin (1D),"Thekkady, Alleppey, Cochin",Munnar,,5,4,14.0,3
4 Nights 5 Days Kerala Tourism Packages From Hyderabad,Customizable,5 Days & 4 Nights,3 Star,11% Off,19500,21910.0,Munnar (2D)Thekkady (1D)Alleppey (2D),Thekkady,"Munnar, Alleppey",,5,4,11.0,3
6 Nights 7 Days Kerala Tour Package From Hyderabad,Customizable,7 Days & 6 Nights,4 Star,10% Off,20000,22222.0,Munnar (2D)Thekkady (1D)Alleppey (1D)Kovalam (2D)Trivandrum (1D),"Thekkady, Alleppey, Trivandrum","Munnar, Kovalam",,7,6,10.0,4
5 Nights 6 Days Kerala Tour Package From Hyderabad,Customizable,6 Days & 5 Nights,3 Star,8% Off,44160,48000.0,Cherai (1D)Munnar (2D)Thekkady (1D)Alleppey (1D)Cochin (1D),"Cherai, Thekkady, Alleppey, Cochin",Munnar,,6,5,8.0,3
4-Day Kerala Tour with Varkala Beaches & Alleppey Houseboat,Customizable,4 Days & 3 Nights,4 Star,13% Off,35670,41000.0,Varkala (2D)Alleppey (1D),Alleppey,Varkala,,4,3,13.0,4
5-Day Kerala Tour with Houseboat Stay,Customizable,5 Days & 4 Nights,3 Star,15% Off,55250,65000.0,Munnar (2D)Thekkady (1D)Alleppey (1D),"Thekkady, Alleppey",Munnar,,5,4,15.0,3
"7-Day Kerala Tour with Munnar, Alleppey Houseboat, and Kovalam",Customizable,7 Days & 6 Nights,3 Star,11% Off,41830,47000.0,Munnar (2D)Thekkady (1D)Alleppey (1D)Kovalam (2D)Trivandrum (1D),"Thekkady, Alleppey, Trivandrum","Munnar, Kovalam",,7,6,11.0,3
Experience the Best of Kerala: 7-Day Scenic Tour,Customizable,7 Days & 6 Nights,4 Star,11% Off,32040,36000.0,Munnar (2D)Thekkady (1D)Alleppey (1D)Varkala (1D)Kovalam (1D),"Thekkady, Alleppey, Varkala, Kovalam",Munnar,,7,6,11.0,4
Discover Kerala's Natural Beauty with a 6-Day Tour,Customizable,6 Days & 5 Nights,3 Star,8% Off,14536,15800.0,Munnar (2D)Thekkady (1D)Alleppey (1D)Kochi (2D),"Thekkady, Alleppey","Munnar, Kochi",,6,5,8.0,3
3-Day Kerala Tour: Munnar's Tea Gardens & Waterfalls,Customizable,3 Days & 2 Nights,5 Star,10% Off,27630,30700.0,Munnar (2D),,Munnar,,3,2,10.0,5
Unforgettable Kerala Tour: Munnar's Scenic Beauty,Customizable,3 Days & 2 Nights,4 Star,9% Off,18837,20700.0,Munnar (2D)Cochin (1D),Cochin,Munnar,,3,2,9.0,4
"3-Day Kerala Tour Covering Munnar, Alleppey, and Cochin",Customizable,3 Days & 2 Nights,4 Star,14% Off,17802,20700.0,Munnar (1D)Alleppey (1D)Cochin (1D),"Munnar, Alleppey, Cochin",,,3,2,14.0,4
"5-Day Scenic Kerala Tour: Munnar, Alleppey, and Cochin",Customizable,5 Days & 4 Nights,3 Star,13% Off,35844,41200.0,Munnar (1D)Cochin (2D),Munnar,Cochin,,5,4,13.0,3
7-Day Kerala Tour: From Kochi to Kovalam,Customizable,7 Days & 6 Nights,3 Star,12% Off,21824,24800.0,Kochi (1D)Munnar (2D)Thekkady (1D)Alleppey (1D)Kovalam (1D)Trivandrum (1D),"Kochi, Thekkady, Alleppey, Kovalam, Trivandrum",Munnar,,7,6,12.0,3
4-Day Scenic Kerala Tour: Munnar and Thekkady,Customizable,4 Days & 3 Nights,4 Star,10% Off,66960,74400.0,Munnar (2D)Thekkady (1D),Thekkady,Munnar,,4,3,10.0,4
4-Day Thrilling Kerala Tour with Mysore and Ooty Highlights,Customizable,4 Days & 3 Nights,5 Star,12% Off,20064,22800.0,,,,,4,3,12.0,5
4-Day Romantic Kerala Tour with Munnar & Alleppey Stay,Customizable,4 Days & 3 Nights,4 Star,9% Off,11375,12500.0,Munnar (2D)Alleppey (1D),Alleppey,Munnar,,4,3,9.0,4
3-Day Kerala Tour: Munnar & Cochin Highlights,Customizable,3 Days & 2 Nights,4 Star,12% Off,25872,29400.0,Munnar (2D)Kochi (1D),Kochi,Munnar,,3,2,12.0,4
5-Day Kerala Tour: Munnar to Alleppey,Customizable,5 Days & 4 Nights,4 Star,10% Off,23391,25990.0,Munnar (3D)Alleppey (1D),Alleppey,,Munnar,5,4,10.0,4
4-Day Kerala Tour with Munnar and Alleppey,Customizable,4 Days & 3 Nights,4 Star,12% Off,32560,37000.0,Munnar (2D)Alleppey (1D)Kochi (1D),"Alleppey, Kochi",Munnar,,4,3,12.0,4
6-Day Kerala Tour: Munnar to Cochin with Houseboat Stay,Customizable,6 Days & 5 Nights,4 Star,15% Off,13430,15800.0,Munnar (2D)Thekkady (1D)Alleppey (1D)Cochin (1D),"Thekkady, Alleppey, Cochin",Munnar,,6,5,15.0,4
3-Day Enchanting Kerala Tour with Houseboat Stay,Customizable,3 Days & 2 Nights,4 Star,11% Off,23496,26400.0,Cochin (1D)Alleppey (1D),"Cochin, Alleppey",,,3,2,11.0,4
3-Day Scenic Kerala Tour from Cochin to Munnar,Customizable,3 Days & 2 Nights,4 Star,8% Off,32191,34990.0,Munnar (2D)Cochin (1D),Cochin,Munnar,,3,2,8.0,4
5-Day Kerala Tour with Munnar and Alleppey Houseboat,Customizable,5 Days & 4 Nights,3 Star,12% Off,43824,49800.0,Munnar (2D)Thekkady (1D)Alleppey (1D)Cochin (1D),"Thekkady, Alleppey, Cochin",Munnar,,5,4,12.0,3
"6-Day Kerala Tour with Munnar, Thekkady, and Alleppey Houseboat",Customizable,6 Days & 5 Nights,4 Star,8% Off,23092,25100.0,Munnar (2D)Thekkady (1D)Kumarakom (1D)Cherai (1D)Cochin (1D),"Thekkady, Kumarakom, Cherai, Cochin",Munnar,,6,5,8.0,4
"Unforgettable 6-Day Kerala Tour with Munnar, Thekkady, and Alleppey",Customizable,6 Days & 5 Nights,3 Star,8% Off,47380,51500.0,Munnar (2D)Thekkady (1D)Varkala (1D),"Thekkady, Varkala",Munnar,,6,5,8.0,3
"Captivating 6-Day Kerala Tour with Munnar, Thekkady, Alleppey, and Kochi",Customizable,6 Days & 5 Nights,3 Star,12% Off,18920,21500.0,,,,,6,5,12.0,3
5-Day Kerala Tour with Munnar and Houseboat,Customizable,5 Days & 4 Nights,3 Star,13% Off,26013,29900.0,Munnar (2D)Thekkady (1D)Alleppey (1D),"Thekkady, Alleppey",Munnar,,5,4,13.0,3
"6-Day Kerala Tour with Munnar, Thekkady, and Houseboat Stay",Customizable,6 Days & 5 Nights,4 Star,13% Off,25230,29000.0,,,,,6,5,13.0,4
5-Day Kerala Tour from Cochin with Munnar and Alleppey Houseboat,Customizable,5 Days & 4 Nights,3 Star,15% Off,43350,51000.0,Munnar (2D)Thekkady (1D)Alleppey (1D),"Thekkady, Alleppey",Munnar,,5,4,15.0,3
"7-Day Kerala Tour: Munnar, Alleppey, Kanyakumari, and More",Customizable,7 Days & 6 Nights,3 Star,10% Off,25200,28000.0,Munnar (2D)Thekkady (1D)Alleppey (1D)Poovar (1D),"Thekkady, Alleppey, Poovar",Munnar,,7,6,10.0,3
"5-Day Kerala Tour: Munnar, Thekkady, Alleppey Houseboat",Customizable,5 Days & 4 Nights,3 Star,10% Off,17820,19800.0,Munnar (2D)Thekkady (1D)Alleppey (1D),"Thekkady, Alleppey",Munnar,,5,4,10.0,3
3-Day Kerala Tour with Kochi and Alleppey Houseboat Stay,Customizable,3 Days & 2 Nights,4 Star,10% Off,29520,32800.0,Kochi (1D)Alleppey (1D),"Kochi, Alleppey",,,3,2,10.0,4
5-Day Kerala Tour with Houseboat Stay,Customizable,5 Days & 4 Nights,3 Star,11% Off,23496,26400.0,Munnar (2D)Thekkady (1D)Alleppey (1D),"Thekkady, Alleppey",Munnar,,5,4,11.0,3
3-Day Scenic Kerala Tour from Cochin to Munnar,Customizable,3 Days & 2 Nights,4 Star,8% Off,32191,34990.0,Munnar (2D)Cochin (1D),Cochin,Munnar,,3,2,8.0,4
5-Day Kerala Tour with Munnar and Alleppey Houseboat,Customizable,5 Days & 4 Nights,4 Star,12% Off,43824,49800.0,Munnar (2D)Thekkady (1D)Alleppey (1D)Cochin (1D),"Thekkady, Alleppey, Cochin",Munnar,,5,4,12.0,4
"6-Day Kerala Tour with Munnar, Thekkady, and Alleppey Houseboat",Customizable,6 Days & 5 Nights,3 Star,12% Off,24816,28200.0,Munnar (2D)Thekkady (1D)Kumarakom (1D)Cherai (1D)Cochin (1D),"Thekkady, Kumarakom, Cherai, Cochin",Munnar,,6,5,12.0,3
"5-Day Kerala Tour: Munnar, Thekkady & Alleppey Houseboat",Customizable,5 Days & 4 Nights,4 Star,11% Off,66572,74800.0,Munnar (2D)Thekkady (1D)Kumarakom (1D)Cochin (1D),"Thekkady, Kumarakom, Cochin",Munnar,,5,4,11.0,4
7-Day Kerala Tour with Munnar and Backwater Adventure,Customizable,7 Days & 6 Nights,3 Star,11% Off,29192,32800.0,Munnar (2D)Thekkady (1D)Varkala (1D)Kovalam (2D)Trivandrum (1D),"Thekkady, Varkala, Trivandrum","Munnar, Kovalam",,7,6,11.0,3
5-Day Kerala Tour with Munnar Tea Gardens and Alleppey Houseboat,Customizable,5 Days & 4 Nights,4 Star,15% Off,35870,42200.0,Munnar (2D)Thekkady (1D)Alleppey (1D)Cochin (1D),"Thekkady, Alleppey, Cochin",Munnar,,5,4,15.0,4
Kerala Tour with Munnar & Houseboat Stay,Customizable,5 Days & 4 Nights,4 Star,10% Off,38250,42500.0,Munnar (2D)Thekkady (1D)Alleppey (1D)Cochin (1D),"Thekkady, Alleppey, Cochin",Munnar,,5,4,10.0,4
"6-Day Kerala Tour with Munnar, Thekkady & Alleppey Houseboat",Customizable,6 Days & 5 Nights,3 Star,8% Off,30544,33200.0,Cherai (1D)Munnar (2D)Thekkady (1D)Alleppey (1D)Cochin (1D),"Cherai, Thekkady, Alleppey, Cochin",Munnar,,6,5,8.0,3
"5-Day Exotic Kerala Tour Covering Munnar, Thekkady, and Alleppey",Customizable,5 Days & 4 Nights,4 Star,9% Off,40040,44000.0,Munnar (2D)Thekkady (1D)Alleppey (1D)Cochin (1D),"Thekkady, Alleppey, Cochin",Munnar,,5,4,9.0,4
7-Day Kerala Tour with Houseboat and Beach Escapades,Customizable,7 Days & 6 Nights,3 Star,13% Off,24795,28500.0,Munnar (2D)Thekkady (1D)Alleppey (1D)Kovalam (2D)Trivandrum (1D),"Thekkady, Alleppey, Trivandrum","Munnar, Kovalam",,7,6,13.0,3
3-Day Serene Kerala Tour from Coimbatore,Customizable,3 Days & 2 Nights,3 Star,8% Off,47380,51500.0,,,,,3,2,8.0,3
"Captivating 6-Day Kerala Tour with Munnar, Thekkady, Alleppey, and Kochi",Customizable,6 Days & 5 Nights,3 Star,12% Off,18920,21500.0,,,,,6,5,12.0,3
