record_id,company_name,industry,country,company_size,month,year,layoffs_count,layoff_percentage,reason_for_layoffs,ai_automation_impact,ai_replacement_risk,open_roles,hiring_trend,remote_jobs_percentage,top_hiring_role,stock_growth_percent,revenue_growth_percent,salary_budget_change,ai_adoption_level,employee_sentiment,job_security_score,market_condition
T2643,Airbnb,Cybersecurity,Germany,Mid-size,Nov,2024,18134.0,14.5,Market Slowdown,4.8,5.5,904.0,Hiring Freeze,40.1,DevOps Engineer,77.7,23.6,,3.3,7.3,5.5,Recession
T2644,Anthropic,Gaming,USA,Mid-size,Oct,2024,1657.0,0.7,Overhiring Correction,11.5,10.0,1875.0,Moderate Hiring,30.0,Cybersecurity Analyst,64.0,58.0,19.4,9.7,10.0,7.4,Bull Market
T2645,Salesforce,E-Commerce,Germany,Enterprise,Sep,2026,6179.0,36.5,Cost Cutting,13.9,10.0,773.0,Downsizing,42.6,Cloud Engineer,-30.2,39.0,,9.5,5.8,3.5,
T2646,Airbnb,E-Commerce,India,Mid-size,Mar,2024,4743.0,5.4,Cost Cutting,4.0,5.6,5985.0,Moderate Hiring,46.8,Data Scientist,7.3,-16.4,-9.0,2.6,4.7,5.6,Stable
T2647,Amazon,AI,USA,Startup,Sep,2024,7113.0,22.1,Cost Cutting,2.8,9.9,7405.0,Moderate Hiring,63.8,Data Scientist,5.2,1.0,-10.9,3.7,4.3,3.8,Recession
T2648,Intel,Social Media,Canada,Big Tech,Nov,2024,,8.6,Restructuring,,6.0,1857.0,Hiring Freeze,79.8,Software Engineer,-11.7,52.0,12.5,8.5,8.3,8.3,Recession
T2649,Meta,Gaming,Germany,Enterprise,Nov,2024,1861.0,15.0,Overhiring Correction,9.0,5.5,1530.0,Hiring Freeze,79.5,Software Engineer,34.9,56.1,24.3,5.6,,7.6,Recession
T2650,Apple,FinTech,USA,Enterprise,Mar,2026,9343.0,8.2,Market Slowdown,4.3,6.8,916.0,Hiring Freeze,24.5,Cybersecurity Analyst,20.9,53.9,16.9,4.4,6.1,7.7,Recession
T2651,Microsoft,E-Commerce,USA,Mid-size,Aug,2025,13.0,4.1,Market Slowdown,1.8,3.2,4302.0,,29.7,ML Engineer,57.4,-8.1,4.4,1.5,5.1,7.3,Bull Market
T2652,Airbnb,Cloud,Canada,Big Tech,Jan,2025,2121.0,0.8,Market Slowdown,5.7,3.6,1630.0,Moderate Hiring,82.1,ML Engineer,-9.1,11.1,13.3,4.8,8.7,8.4,Bull Market
T2653,Apple,Cloud,USA,Big Tech,Nov,2025,590.0,1.9,Market Slowdown,2.2,4.0,4623.0,Moderate Hiring,62.4,Frontend Developer,0.1,9.1,10.4,3.6,6.4,6.4,Bull Market
T2654,Stripe,Social Media,Germany,Mid-size,Dec,2026,2047.0,0.2,Cost Cutting,3.8,3.7,1322.0,Hiring Freeze,11.4,Software Engineer,73.7,40.4,27.0,2.6,6.8,7.9,Bull Market
T2655,Uber,FinTech,UK,Enterprise,May,2026,1792.0,1.6,Overhiring Correction,6.2,4.0,767.0,Moderate Hiring,81.4,Software Engineer,40.6,-19.0,-11.6,5.9,6.0,7.4,
T2656,OpenAI,Cybersecurity,Canada,,Aug,2024,636.0,2.7,Cost Cutting,6.7,3.5,4374.0,Moderate Hiring,35.6,Cloud Engineer,-0.8,40.3,10.8,4.0,7.5,7.3,Bull Market
T2657,Google,Gaming,UK,Big Tech,Feb,2026,18072.0,22.3,Market Slowdown,9.4,10.0,1955.0,Hiring Freeze,75.0,Cybersecurity Analyst,-31.3,46.9,17.2,8.4,7.0,6.1,Recession
T2658,Uber,Gaming,Singapore,Big Tech,Oct,2026,3201.0,14.6,Cost Cutting,4.5,4.6,2639.0,Hiring Freeze,33.8,Cloud Engineer,13.0,28.3,16.4,6.0,6.0,6.6,Stable
T2659,NVIDIA,,Singapore,,Jul,2024,90.0,1.7,Market Slowdown,8.8,8.7,4138.0,Moderate Hiring,37.9,Cybersecurity Analyst,-28.1,57.2,31.9,8.0,7.8,6.9,Bull Market
T2660,Netflix,E-Commerce,Germany,Big Tech,Mar,2025,5300.0,10.4,Overhiring Correction,8.0,10.0,4992.0,Moderate Hiring,72.0,ML Engineer,59.0,15.4,,7.4,5.7,5.2,Stable
T2661,Apple,AI,Germany,Startup,Sep,2024,5455.0,3.2,Cost Cutting,1.7,1.2,9805.0,Moderate Hiring,20.5,Data Scientist,8.8,1.8,5.7,1.0,5.0,7.8,Stable
T2662,Databricks,Cloud,USA,Enterprise,Mar,2026,14096.0,31.9,Market Slowdown,7.6,10.0,1932.0,Hiring Freeze,86.6,ML Engineer,47.0,29.7,-1.8,8.4,6.3,3.1,Recession
T2663,Microsoft,,UK,Big Tech,Mar,2026,825.0,,Market Slowdown,5.5,6.5,9783.0,Aggressive Hiring,31.3,ML Engineer,5.9,47.5,17.9,4.5,6.7,6.7,Bull Market
T2664,Salesforce,Gaming,Singapore,Big Tech,Apr,2025,1093.0,9.6,Cost Cutting,6.0,8.8,2955.0,Moderate Hiring,10.2,Frontend Developer,34.7,43.8,8.5,,9.3,6.3,Bull Market
T2665,Oracle,Cloud,Canada,Enterprise,Jan,2025,6674.0,31.8,Restructuring,11.4,10.0,820.0,Downsizing,41.2,ML Engineer,13.7,-1.1,-14.0,9.2,3.6,2.4,Recession
T2666,Amazon,FinTech,Singapore,Enterprise,Nov,2026,1317.0,21.8,Overhiring Correction,2.9,7.4,1632.0,Downsizing,89.3,Software Engineer,83.0,39.7,4.8,4.2,4.6,5.0,Recession
T2667,Salesforce,AI,India,Mid-size,Apr,2026,4704.0,15.2,,11.3,9.5,9756.0,Moderate Hiring,78.9,ML Engineer,53.5,-0.7,-0.1,8.0,6.8,3.6,Recession
T2668,Meta,AI,UK,Mid-size,Feb,2026,17432.0,37.0,AI Automation,11.3,10.0,8457.0,Moderate Hiring,88.1,ML Engineer,19.6,38.9,7.5,7.3,3.3,3.6,Recession
T2669,Netflix,Gaming,India,Startup,Jun,2026,2258.0,4.4,Market Slowdown,7.0,4.9,2847.0,Moderate Hiring,,Data Scientist,56.1,18.7,3.8,6.6,7.2,6.1,Bull Market
T2670,Anthropic,Social Media,USA,Enterprise,Jul,2026,8703.0,8.2,,11.2,10.0,1636.0,Moderate Hiring,25.7,ML Engineer,66.1,5.8,,8.8,5.0,4.7,Recession
T2671,Palantir,E-Commerce,Germany,Enterprise,Oct,2024,2056.0,2.0,Overhiring Correction,5.2,4.3,1011.0,Moderate Hiring,12.0,,67.8,1.6,-4.3,6.1,5.1,7.3,Bull Market
T2672,Salesforce,FinTech,Canada,Startup,May,2024,5094.0,7.5,AI Automation,7.5,7.5,674.0,Hiring Freeze,29.6,Cloud Engineer,-29.0,33.8,9.0,6.0,7.7,6.1,Stable
T2673,Meta,Gaming,Germany,Mid-size,Aug,2026,15109.0,13.3,Overhiring Correction,6.0,,,Hiring Freeze,47.0,DevOps Engineer,36.0,19.3,12.2,7.5,7.9,6.7,Recession
T2674,OpenAI,Cloud,UK,Enterprise,Nov,2025,3659.0,31.4,Market Slowdown,6.9,10.0,712.0,Hiring Freeze,78.2,,75.0,52.6,4.5,5.2,8.0,4.2,Recession
T2675,NVIDIA,Social Media,UK,Startup,Dec,2024,14510.0,14.3,Cost Cutting,11.8,10.0,703.0,Hiring Freeze,74.8,Frontend Developer,25.9,38.6,12.4,8.8,8.1,5.7,Recession
T2676,,Social Media,India,Startup,Dec,2025,5119.0,30.4,Cost Cutting,6.2,10.0,648.0,Downsizing,89.4,ML Engineer,1.5,-4.6,,6.7,5.3,2.3,Recession
T2677,Netflix,AI,India,Mid-size,Dec,2024,647.0,9.5,AI Automation,3.9,8.6,6075.0,Moderate Hiring,74.6,Data Scientist,14.8,5.5,1.7,6.5,,5.2,Bull Market
T2678,Adobe,Cloud,Canada,Enterprise,Feb,2025,,36.7,Restructuring,6.1,10.0,107.0,,18.3,Product Manager,-1.7,0.7,-13.3,8.0,5.6,2.2,Recession
T2679,Anthropic,Cybersecurity,Singapore,Startup,Oct,2025,501.0,4.2,Cost Cutting,11.8,10.0,,Aggressive Hiring,10.1,DevOps Engineer,-13.3,33.5,17.3,9.7,7.0,6.2,Bull Market
T2680,Oracle,Cybersecurity,Canada,Enterprise,Nov,2024,18018.0,24.4,Overhiring Correction,8.3,,575.0,Hiring Freeze,15.8,Data Scientist,19.2,1.9,-2.0,9.4,5.2,4.5,Recession
T2681,,AI,Singapore,Startup,Jul,2025,861.0,5.0,Restructuring,8.3,7.9,3157.0,Moderate Hiring,39.7,ML Engineer,41.0,,12.4,5.9,6.1,6.3,Bull Market
T2682,Google,Social Media,Singapore,Mid-size,Jan,2024,13647.0,17.4,Market Slowdown,,,1948.0,Hiring Freeze,30.5,Software Engineer,12.2,33.4,14.7,8.3,6.4,4.9,Recession
T2683,Uber,Social Media,India,Enterprise,Apr,2024,1817.0,7.8,AI Automation,7.3,4.0,3407.0,Moderate Hiring,43.9,Frontend Developer,,21.7,2.5,5.3,8.8,6.3,Bull Market
T2684,Salesforce,Social Media,,Enterprise,Apr,2026,716.0,0.7,Cost Cutting,,5.6,962.0,Moderate Hiring,41.6,Cloud Engineer,-3.2,20.5,20.1,,7.3,7.5,Bull Market
T2685,Palantir,Social Media,USA,Enterprise,Jul,2026,8097.0,17.8,Cost Cutting,3.9,7.5,,Hiring Freeze,83.1,ML Engineer,31.2,-19.0,-5.6,5.5,5.8,4.4,Recession
T2686,Stripe,Gaming,,Startup,Jul,2026,535.0,7.6,Restructuring,,2.1,858.0,Hiring Freeze,43.2,,-32.7,-17.5,-3.9,3.4,4.6,7.1,Bull Market
T2687,Netflix,Gaming,Germany,Big Tech,Mar,2026,1301.0,7.5,Cost Cutting,7.9,10.0,5451.0,Moderate Hiring,78.4,Product Manager,-20.3,-7.1,-0.5,8.6,6.6,4.1,Bull Market
T2688,Anthropic,Cybersecurity,Germany,Mid-size,Jul,2026,17.0,0.2,AI Automation,3.8,3.6,3112.0,Moderate Hiring,72.8,DevOps Engineer,-8.9,,3.5,4.7,4.9,,Bull Market
T2689,Anthropic,FinTech,Singapore,Startup,Mar,2025,15019.0,14.7,Restructuring,4.7,8.3,1480.0,Downsizing,71.2,Frontend Developer,-30.0,-21.1,-11.4,2.8,6.3,5.2,Recession
T2690,Microsoft,Cloud,Germany,Enterprise,Feb,2024,767.0,9.8,Cost Cutting,4.7,5.1,3693.0,Moderate Hiring,58.9,,,37.3,,,7.4,7.5,Bull Market
T2691,Anthropic,Gaming,India,Mid-size,Feb,2026,1591.0,9.8,,12.5,10.0,4447.0,Moderate Hiring,77.3,ML Engineer,15.4,-14.8,4.0,8.3,,4.1,Bull Market
T2692,Anthropic,Social Media,India,Enterprise,Dec,2026,1862.0,2.3,AI Automation,7.2,9.8,1015.0,Moderate Hiring,28.2,DevOps Engineer,-6.8,,1.3,7.3,5.0,5.5,Bull Market
T2693,Anthropic,E-Commerce,UK,Startup,Aug,2025,2759.0,1.9,AI Automation,,3.8,4244.0,Moderate Hiring,36.7,DevOps Engineer,-41.4,32.6,5.2,4.2,9.5,8.2,Stable
T2694,Meta,E-Commerce,Singapore,Enterprise,Jan,2026,9015.0,21.2,Overhiring Correction,6.5,8.8,1564.0,Downsizing,20.1,ML Engineer,27.8,39.3,9.1,4.2,5.0,5.3,Recession
T2695,Anthropic,AI,Singapore,Enterprise,Oct,2024,2174.0,6.4,Restructuring,6.3,6.3,3337.0,Moderate Hiring,74.2,ML Engineer,,-12.2,-3.7,4.0,7.9,6.5,
T2696,Databricks,E-Commerce,Germany,Startup,Jun,2026,6528.0,16.1,Restructuring,3.2,5.5,984.0,Hiring Freeze,27.7,Data Scientist,66.7,56.8,12.6,2.0,8.8,7.1,
T2697,Stripe,Gaming,Canada,Mid-size,Jun,2026,15271.0,31.0,Restructuring,4.7,,1490.0,Downsizing,37.7,,60.9,36.4,10.6,3.9,,5.0,Recession
T2698,Netflix,Social Media,Singapore,Startup,Dec,2025,16648.0,22.8,Restructuring,2.5,4.0,52.0,Downsizing,40.2,ML Engineer,,40.1,6.3,2.4,7.1,5.3,Recession
T2699,Intel,Social Media,Germany,Big Tech,Oct,2024,1298.0,4.8,Cost Cutting,7.1,5.2,2464.0,Hiring Freeze,51.4,Cybersecurity Analyst,45.4,46.2,12.3,4.3,7.4,8.2,Bull Market
T2700,Salesforce,E-Commerce,India,Enterprise,Jun,2025,16692.0,15.2,Cost Cutting,6.6,8.5,1678.0,Moderate Hiring,26.6,ML Engineer,79.5,36.5,10.5,7.8,7.5,6.3,Recession
T2701,Databricks,FinTech,Singapore,Big Tech,Aug,2026,15115.0,16.2,Market Slowdown,8.3,10.0,1089.0,Hiring Freeze,18.8,Software Engineer,43.5,58.5,21.0,5.6,7.0,,Recession
T2702,Apple,Cybersecurity,Canada,Startup,Nov,2025,6213.0,,Cost Cutting,,7.7,2653.0,Moderate Hiring,60.8,Cloud Engineer,9.3,-23.0,-4.3,9.9,4.3,4.6,Stable
T2703,Databricks,E-Commerce,Germany,Enterprise,Oct,2026,1564.0,1.6,,9.3,4.8,2473.0,Moderate Hiring,69.2,DevOps Engineer,20.1,13.6,14.5,,6.1,,Bull Market
T2704,OpenAI,AI,Canada,Startup,May,2026,8765.0,30.7,Restructuring,,10.0,6412.0,Hiring Freeze,57.3,Data Scientist,-20.9,-21.9,-16.0,7.0,5.8,3.0,Recession
T2705,Spotify,Cybersecurity,UK,Enterprise,Feb,2026,4674.0,13.6,Cost Cutting,4.4,8.5,4979.0,Moderate Hiring,25.4,Cloud Engineer,66.5,-14.0,-13.7,6.7,4.4,4.6,Stable
T2706,Databricks,Gaming,Canada,Enterprise,Aug,2024,,8.7,Market Slowdown,5.4,4.5,874.0,Hiring Freeze,28.9,Frontend Developer,21.6,,8.5,3.3,,6.7,
T2707,SAP,Cybersecurity,Singapore,Enterprise,Dec,2026,178.0,3.3,Overhiring Correction,4.6,7.8,5924.0,Aggressive Hiring,15.1,Frontend Developer,31.9,-20.3,-7.1,6.0,5.9,4.8,Bull Market
T2708,Palantir,AI,Germany,Enterprise,May,2025,3665.0,12.2,Market Slowdown,7.7,4.7,7519.0,Moderate Hiring,44.7,ML Engineer,62.1,,11.9,4.8,8.3,7.5,Recession
T2709,Google,Gaming,Canada,Mid-size,Jan,2025,14806.0,31.2,Cost Cutting,13.1,10.0,486.0,Downsizing,83.1,Frontend Developer,53.1,47.1,12.1,7.7,,5.2,Recession
T2710,Microsoft,,USA,Mid-size,Aug,2024,5699.0,8.2,Restructuring,1.4,,385.0,Hiring Freeze,83.3,,44.1,20.4,4.4,1.7,6.4,7.6,Stable
T2711,NVIDIA,FinTech,Canada,Startup,May,2026,194.0,2.1,Market Slowdown,7.4,6.5,646.0,Hiring Freeze,18.9,ML Engineer,-31.9,,-4.0,6.2,5.7,5.8,Bull Market
T2712,Intel,Cybersecurity,USA,Mid-size,Nov,2024,142.0,1.5,Market Slowdown,11.7,7.9,583.0,Moderate Hiring,33.5,Product Manager,1.5,24.9,23.2,7.6,6.8,7.9,Bull Market
T2713,OpenAI,FinTech,Singapore,Mid-size,May,2026,16020.0,37.8,AI Automation,3.0,9.3,272.0,Downsizing,70.9,DevOps Engineer,-30.8,-4.2,-7.5,,5.4,2.1,Recession
T2714,Palantir,FinTech,Germany,Mid-size,Aug,2025,,7.4,AI Automation,6.6,10.0,2154.0,Moderate Hiring,50.0,ML Engineer,-3.4,16.9,,6.0,5.7,6.2,Bull Market
T2715,Meta,AI,,Startup,Dec,2025,10270.0,17.1,Restructuring,11.1,7.5,3553.0,Hiring Freeze,89.5,Data Scientist,,8.2,-4.3,6.9,4.4,5.7,Recession
T2716,Microsoft,Cybersecurity,Canada,Enterprise,Jan,2025,5182.0,25.4,Restructuring,1.2,4.3,428.0,Downsizing,15.8,Product Manager,,19.1,-5.8,1.3,3.8,4.9,Recession
T2717,Adobe,AI,,Enterprise,Aug,2026,18143.0,8.3,Market Slowdown,3.9,4.5,,Aggressive Hiring,22.7,ML Engineer,57.5,-13.0,-14.3,5.6,6.7,6.6,Recession
T2718,Oracle,E-Commerce,Canada,Startup,Dec,2024,9797.0,21.4,AI Automation,11.9,10.0,1100.0,,35.2,DevOps Engineer,85.9,52.6,17.4,7.8,5.4,,Recession
T2719,Anthropic,E-Commerce,India,Big Tech,Jan,2024,,20.2,Cost Cutting,3.9,6.3,1811.0,Hiring Freeze,89.1,Software Engineer,37.3,33.1,11.2,3.3,5.6,5.1,Recession
T2720,Oracle,FinTech,Singapore,Startup,May,2025,1719.0,4.7,Market Slowdown,4.4,4.5,3480.0,Hiring Freeze,78.8,Product Manager,58.1,31.7,7.6,4.6,8.5,7.6,Bull Market
T2721,Spotify,Cloud,Canada,Startup,May,2026,687.0,17.7,Market Slowdown,4.2,7.8,509.0,Hiring Freeze,13.0,DevOps Engineer,75.8,39.2,12.2,5.3,7.9,5.3,Stable
T2722,Oracle,Cybersecurity,Germany,Enterprise,Jan,2025,834.0,4.2,Cost Cutting,5.2,7.2,5438.0,Moderate Hiring,70.6,Cloud Engineer,48.8,11.5,15.4,6.4,6.9,5.7,Bull Market
T2723,Apple,AI,UK,Enterprise,Aug,2024,5343.0,29.1,Market Slowdown,8.5,10.0,8090.0,Moderate Hiring,73.3,Data Scientist,16.4,,15.7,7.1,7.0,4.3,Recession
T2724,Oracle,Gaming,India,Mid-size,Oct,2024,6.0,7.8,Market Slowdown,8.4,5.6,3340.0,Moderate Hiring,65.8,Data Scientist,-2.9,50.4,19.3,6.1,9.3,8.2,Bull Market
T2725,,Cloud,Singapore,Enterprise,May,2025,1000.0,13.7,Market Slowdown,5.3,6.7,3517.0,Moderate Hiring,79.9,Software Engineer,35.2,46.6,9.7,,,7.0,Stable
T2726,OpenAI,E-Commerce,UK,Enterprise,Jun,2026,,25.0,Cost Cutting,4.4,9.8,1721.0,Hiring Freeze,27.4,Cybersecurity Analyst,-19.8,5.7,2.1,4.6,6.4,4.3,Recession
T2727,Databricks,E-Commerce,UK,Mid-size,Sep,2024,1597.0,8.7,Market Slowdown,4.9,6.9,,Moderate Hiring,47.5,Product Manager,-36.5,55.3,24.1,7.3,8.0,7.0,Bull Market
T2728,Google,E-Commerce,USA,Mid-size,Dec,2025,705.0,3.4,Cost Cutting,1.3,1.0,5997.0,Moderate Hiring,42.9,Cybersecurity Analyst,25.9,,,1.0,6.0,6.2,Stable
T2729,Microsoft,Cloud,,Startup,Jul,2024,304.0,2.7,Cost Cutting,1.8,3.2,386.0,Hiring Freeze,69.9,Product Manager,51.8,-13.0,-4.5,2.5,4.7,6.2,Bull Market
T2730,Amazon,Gaming,USA,Big Tech,Nov,2025,1501.0,1.8,Restructuring,,6.8,1497.0,Hiring Freeze,32.7,ML Engineer,48.8,18.2,3.0,6.2,7.9,7.1,Bull Market
T2731,Netflix,E-Commerce,UK,Mid-size,Sep,2025,11859.0,8.9,Market Slowdown,9.8,9.6,910.0,Hiring Freeze,16.0,Cybersecurity Analyst,38.5,42.0,23.4,6.1,9.5,5.6,Recession
T2732,Palantir,FinTech,India,Mid-size,Mar,2026,12320.0,16.5,Market Slowdown,3.7,9.6,1914.0,Hiring Freeze,,Cloud Engineer,60.5,12.4,0.8,5.4,7.7,5.8,Recession
T2733,Apple,Social Media,UK,Startup,Sep,2025,3404.0,11.5,Restructuring,13.3,6.7,3771.0,Moderate Hiring,64.9,Data Scientist,74.7,-21.2,-12.5,7.9,4.2,5.3,Stable
T2734,Intel,Cybersecurity,USA,Big Tech,Jun,2024,2483.0,3.9,Overhiring Correction,5.9,7.1,600.0,Moderate Hiring,77.4,Software Engineer,-0.9,-9.3,8.4,7.4,4.6,5.5,Bull Market
T2735,Meta,FinTech,UK,Startup,Aug,2025,260.0,12.5,Market Slowdown,10.6,10.0,,Moderate Hiring,,DevOps Engineer,64.0,54.8,21.1,7.7,6.0,7.3,Stable
T2736,OpenAI,Cloud,UK,Mid-size,May,2025,,16.1,Overhiring Correction,2.0,4.0,995.0,Downsizing,86.8,ML Engineer,72.2,,4.6,1.7,,5.7,Stable
T2737,Adobe,AI,Germany,Startup,Dec,2026,1825.0,2.4,Restructuring,5.3,,7355.0,Aggressive Hiring,32.0,,27.5,3.6,-6.8,3.9,7.1,6.4,Stable
T2738,Uber,FinTech,UK,Mid-size,Apr,2025,2109.0,4.3,Overhiring Correction,8.9,7.8,818.0,,,Cybersecurity Analyst,-16.6,,20.7,8.3,6.0,7.4,Bull Market
T2739,Palantir,AI,India,Mid-size,Jul,2024,2062.0,1.2,AI Automation,10.6,8.9,1228.0,Moderate Hiring,23.0,ML Engineer,84.1,40.2,29.7,9.4,8.5,8.2,Bull Market
T2740,Uber,Cloud,Singapore,Mid-size,Sep,2025,3135.0,4.2,Overhiring Correction,5.5,6.1,1323.0,Hiring Freeze,51.4,Software Engineer,-39.1,58.3,29.0,7.2,10.0,9.1,Stable
T2741,Palantir,Cloud,Canada,Startup,Aug,2026,4756.0,5.0,Restructuring,4.7,,4970.0,Moderate Hiring,57.7,ML Engineer,63.4,-9.2,3.3,,5.9,6.3,Stable
T2742,Uber,AI,UK,Big Tech,Nov,2024,849.0,3.1,Market Slowdown,2.5,5.8,9554.0,Aggressive Hiring,52.7,Data Scientist,30.3,22.5,14.6,3.4,9.0,7.0,Bull Market
T2743,Netflix,AI,Germany,Enterprise,Nov,2024,6335.0,5.0,Market Slowdown,6.3,8.8,6802.0,Moderate Hiring,61.0,Data Scientist,,-7.8,7.6,,4.4,5.6,Stable
T2744,Airbnb,E-Commerce,Canada,Startup,Jun,2025,340.0,8.7,Restructuring,1.5,2.8,1648.0,Hiring Freeze,30.1,Data Scientist,64.5,-11.4,0.3,,7.9,6.5,Bull Market
T2745,Uber,FinTech,UK,Big Tech,Dec,2025,,13.6,Restructuring,4.2,5.8,2962.0,Hiring Freeze,27.1,Data Scientist,-4.4,-1.8,-5.2,3.5,3.9,6.4,Stable
T2746,NVIDIA,Cloud,Canada,Big Tech,May,2024,13852.0,9.8,Cost Cutting,6.3,5.5,1886.0,Hiring Freeze,87.7,Data Scientist,43.8,-23.7,-13.5,5.8,7.1,5.7,Recession
T2747,NVIDIA,Cloud,Canada,,May,2025,6147.0,9.3,,7.1,,5718.0,Moderate Hiring,66.7,Frontend Developer,29.8,-15.7,-10.2,5.8,6.7,4.7,Stable
T2748,Databricks,Cybersecurity,Canada,,Feb,2024,9636.0,25.6,Overhiring Correction,2.9,9.9,1696.0,Downsizing,47.1,Software Engineer,63.2,13.5,-7.7,,4.1,4.7,
T2749,Databricks,Cybersecurity,UK,Big Tech,Sep,2024,103.0,2.7,Market Slowdown,4.3,1.2,1680.0,Hiring Freeze,68.9,Software Engineer,45.9,16.2,1.8,3.1,8.8,8.0,Bull Market
T2750,Netflix,AI,Singapore,Startup,Nov,2026,19206.0,36.0,Market Slowdown,6.4,10.0,9249.0,Hiring Freeze,85.0,Data Scientist,89.9,-17.8,-13.4,6.3,3.6,1.4,Recession
T2751,Adobe,Cloud,Singapore,Enterprise,Dec,2026,389.0,1.8,Overhiring Correction,7.0,8.6,3776.0,Moderate Hiring,80.4,Cloud Engineer,-9.3,-12.7,-8.8,9.5,5.7,6.7,Stable
T2752,Adobe,Cybersecurity,Singapore,Big Tech,Aug,2024,12709.0,29.1,Overhiring Correction,2.2,8.2,391.0,Downsizing,62.1,Cybersecurity Analyst,24.9,7.2,1.0,1.8,4.3,3.1,Recession
T2753,Intel,,Germany,Enterprise,Sep,2024,18435.0,25.8,Overhiring Correction,3.4,7.0,921.0,Hiring Freeze,45.7,Cybersecurity Analyst,56.0,6.2,-1.3,3.8,6.0,3.7,Recession
T2754,Microsoft,Gaming,Canada,Startup,Feb,2025,1000.0,8.7,Overhiring Correction,,,5181.0,Moderate Hiring,79.2,ML Engineer,58.8,32.5,15.3,4.3,8.7,,Bull Market
T2755,SAP,Social Media,Canada,Startup,Sep,2026,720.0,9.4,Cost Cutting,13.8,,4858.0,Moderate Hiring,35.2,,53.5,-13.4,-12.4,9.4,6.9,5.5,Bull Market
T2756,,Gaming,Germany,Startup,Jun,2026,2239.0,14.7,Overhiring Correction,7.7,10.0,3809.0,Moderate Hiring,18.3,Software Engineer,41.6,24.4,13.8,7.9,7.9,6.0,Stable
T2757,Adobe,FinTech,UK,Startup,Jul,2025,4786.0,15.0,Cost Cutting,2.1,5.3,3427.0,Hiring Freeze,48.1,Product Manager,20.7,22.2,-2.1,2.6,7.6,6.6,Stable
T2758,Anthropic,E-Commerce,Canada,Startup,Dec,2024,356.0,0.7,AI Automation,3.0,4.1,2892.0,Hiring Freeze,,ML Engineer,-38.2,-21.1,-13.0,3.8,4.7,6.6,Bull Market
T2759,Uber,Cybersecurity,,Enterprise,Feb,2026,6093.0,17.4,Cost Cutting,5.6,7.4,1557.0,,78.8,Data Scientist,,-20.4,-8.6,4.2,4.9,4.2,Stable
T2760,Databricks,E-Commerce,Canada,Startup,Oct,2024,1452.0,16.5,AI Automation,1.6,4.2,4491.0,Hiring Freeze,28.5,Cybersecurity Analyst,70.7,-15.0,,1.9,4.5,5.3,Stable
T2761,Databricks,Social Media,Singapore,Mid-size,Aug,2026,2162.0,5.4,AI Automation,,8.8,5779.0,Moderate Hiring,36.4,DevOps Engineer,33.3,17.8,,7.4,6.2,6.0,Bull Market
T2762,Intel,FinTech,India,Big Tech,Apr,2025,4602.0,16.4,,8.4,10.0,2844.0,Hiring Freeze,59.1,Product Manager,,19.2,,7.2,5.7,5.9,Stable
T2763,Salesforce,Social Media,Canada,Startup,Dec,2024,,17.7,,11.4,10.0,1141.0,Hiring Freeze,42.1,DevOps Engineer,54.0,-23.1,-18.3,8.9,,3.0,Recession
T2764,Uber,Cloud,Singapore,Big Tech,Feb,2026,,3.5,Cost Cutting,3.0,7.4,4466.0,Moderate Hiring,14.9,Data Scientist,-11.9,43.1,9.6,4.8,6.6,6.7,Bull Market
T2765,Stripe,AI,USA,Mid-size,Oct,2025,6980.0,27.4,Market Slowdown,2.5,,8352.0,Hiring Freeze,46.1,ML Engineer,45.6,,-2.6,1.6,,3.4,Recession
T2766,Apple,Social Media,UK,Enterprise,Dec,2025,1932.0,4.5,AI Automation,15.3,5.9,2184.0,Moderate Hiring,18.7,Product Manager,,10.2,9.1,9.3,5.6,5.8,Bull Market
T2767,Stripe,AI,Singapore,Enterprise,Sep,2026,14158.0,22.6,AI Automation,5.8,10.0,4541.0,Moderate Hiring,86.6,ML Engineer,-13.1,43.3,13.2,8.9,7.2,4.4,Recession
T2768,Meta,,UK,Startup,Apr,2026,38.0,5.4,Restructuring,5.0,,5739.0,,61.0,Cloud Engineer,-22.9,54.8,19.8,5.8,6.6,7.8,Bull Market
T2769,Uber,E-Commerce,USA,Enterprise,Apr,2025,16684.0,18.0,Restructuring,7.8,9.2,1493.0,Hiring Freeze,79.2,DevOps Engineer,-23.9,14.7,7.4,4.7,5.0,3.9,Recession
T2770,Apple,E-Commerce,USA,Mid-size,Sep,2026,5377.0,17.7,Overhiring Correction,6.3,10.0,715.0,Hiring Freeze,55.5,Cybersecurity Analyst,71.4,30.6,2.5,4.8,5.1,5.3,Recession
T2771,NVIDIA,Cybersecurity,India,Mid-size,Oct,2024,4614.0,9.0,AI Automation,1.6,4.5,4686.0,Moderate Hiring,10.9,Product Manager,84.3,,-9.9,1.4,8.1,6.7,Stable
T2772,Salesforce,Cybersecurity,UK,Big Tech,Nov,2025,318.0,1.3,Restructuring,13.9,10.0,5687.0,Aggressive Hiring,66.4,Cybersecurity Analyst,86.6,3.5,0.5,9.0,5.3,6.7,Bull Market
T2773,Airbnb,,Singapore,Enterprise,Apr,2026,3304.0,12.4,Restructuring,6.0,8.2,7094.0,Moderate Hiring,,Data Scientist,-43.2,-9.9,-3.3,3.6,7.3,5.1,Stable
